Page,Pageviews,Unique Pageviews,Title,InclusiveDates,Scope,Avg. Time on Page,Entrances,% Exit
/index.php?p=accessions/accession&id=1771&q=maitland,8,6,David Maitland papers,NULL,"Box 1
	Seminar comments, personal papers, Nelson family correspondence
	Box 2
	Correspondences with Mark A.F., Forbes, Jorgensen and others; sabbatical report, My Forty Years in the Wilderness: Issues of Faith/Meaning; chaplain assistants; Unfinished Business: Latent Maturations
	Box 3
	Kanuga and Montreat conferences on aging; sermons; Aging as Vocation
	Box 4
	Notes on readings; Puritanism: Columbia University negotiations; Mercy hospital; annual conference lecture 2003; Presidential correspondence
	Box 5
	Annual appointment books (1958-2004); notebooks; Aging: A Time for New Learning; manuscript notes and drafts
	Box 6
	Notes for sermons; sabbatical notes; workshop notes
	Box 7
	Sermons and notes on religious (Christian) holidays
	Box 8
	Wooden box containing catalog cards of books in Maitland's study; notes on history, religion, and philosophy; outline notes for book
	Box 9
	Carletonian; Bible study notes; notes on success/fulfillment; China trip; correspondence with Debby Webber on aging
	Box 10
	Personal correspondence; articles and news clippings; Amherst College; University of Wisconsin-Madison
	Box 11
	Lent 1983; Taking One’s Experience Seriously notes ;1992-1994 Conferences, Reunions, and Appearances",0:06:19,1,62.50%
/index.php?p=collections/controlcard&id=113&q=the+voice,6,6,"Carleton Voice, The",1910-,"Since 1910, Carleton has published a regular alumni magazine containing news about the college and alumni activities, feature articles, and alumni class notes. Digital collection includes images of each issue with searchable text. Titles included are Alumni Magazine (1910-1916), Carleton College News Bulletin (1918-1925), Carleton Circle (1925-1932), Voice of the Carleton Alumni (1935-1970), Carleton, the Voice of the Alumni (1970-1973), and Carleton College Voice (1974-present.) Recent issues of the Voice are also available on [url=http://apps.carleton.edu/voice/]the Voice web site[/url].
	A full text searchable database of archived voice issues can be found here:
	[url=http://apps.carleton.edu/digitalcollections/Voice/]http://apps.carleton.edu/digitalcollections/Voice/[/url]",0:02:18,0,0.00%
/index.php?p=collections/controlcard&id=2625,10,6,"Recordings, audio cassette, magnetic tape",NULL,"Audio recordings of speeches, music and broadcasts by or at Carleton",0:04:46,0,20.00%
/index.php?p=collections/controlcard&id=2634,6,6,Alumni Office Records,1878-1989,Carleton graduates formed themsleves into an alumni association in 1878 in order to have \influence upon the college,0:03:16,0,0.00%
/index.php?p=collections/controlcard&id=2769&q=comps,7,6,Other Department 'Comps' Papers,NULL,NULL,0:02:18,0,14.29%
/index.php?p=collections/controlcard&id=2779,7,6,Photographic Negatives,Circa 1920-2002,NULL,0:04:17,0,28.57%
/index.php?p=collections/controlcard&id=2799,8,6,President's Office Records (Gould),1945-1962,NULL,0:03:33,0,0.00%
/index.php?p=collections/controlcard&id=2809&q=oral+history,7,6,Recordings - Oral History,1971-2014,"Approximately 500 recorded interviews with Carleton faculty, alumni, staff and others covering their individual experiences at Carleton.  Formally this program started in 1991 but the collection also contains older recordings of a similar nature back to 1971.
	Online access to these recordings will be opened up on a recording by recording basis as the Archives secures permission from the interviewees.",0:01:54,0,0.00%
/index.php?p=collections/controlcard&id=2851,12,6,"Dean of the College's Office Records (Stanley, Elveton)",1979-1989,NULL,0:02:03,0,8.33%
/index.php?p=collections/controlcard&id=2877,13,6,Photographic Glass Slides,1910-1930,"Positive glass slides or lantern slides. Series includes 4x3 slides in both color and black and white. Subjects include campus buildings and grounds, offices and departments, students, social events, sports, and faculty portraits as well as some off-campus Northfield scenes. Individuals pictured include Pierce Butler, William Carleton, Donald J. Cowling, Margaret Evans, Horace Goodhue, Charles M. Goodsell, Eber Gridley, J. L. Heywood, C.J. Hunt, George Huntington, William Laird, D.R. Noyes, Harlan W. Page, William W. Payne, D. K. Pearsons, Henry Riggs, Reverend Charles Seccombe, M.W. Skinner, Frederick E. Stratton, Edward Strong, Luther B. Weigle, Charlotte Willard, Herbert Couper Wilson, Henry Wingate. Collection also includes text slides with information related to Carleton's standing and the performance of Carleton teams.",0:02:43,0,7.69%
/index.php?p=collections/controlcard&id=2878,7,6,Publications photographs,1999-2012,"Photographs of campus events, buildings, faculty, staff and students for publication in college materials.",0:00:41,0,0.00%
/index.php?p=collections/controlcard&id=92,10,6,Photographic Slides (positive slide film),1940s to present,NULL,0:00:57,1,0.00%
/?p=collections/controlcard&id=109,5,5,Popular Astronomy (also Sidereal Messenger / Astronomy and Astro-Physics),NULL,"[i]Popular Astronomy[/i] was an astronomical journal published at Carleton from 1893-1951. It was founded by William Payne, professor of Mathematics and Natural Science and director of Goodsell Observatory. Payne edited the journal until 1911, when he was succeeded by Herbert Wilson, instructor in Practical Astronomy from1887-1925. Charlotte Willard, assistant teacher of Higher Mathematics and Astronomy, served as co-editor from 1893-1905. [i]Popular Astronomy[/i] continued Payne’s work, begun with the [i]Sidereal Messenger and Astro-Physics Journal[/i], to make astronomical developments accessible to hobbyists and amateur observers. [i]Popular Astronomy[/i] included features such as recently released papers, instructions for telescope use, monthly planet location tables, and occasional photographs of heavenly bodies.",0:01:13,5,80.00%
/?p=collections/controlcard&id=2622,8,5,"Recordings, phonographs records",NULL,"Audio recordings of speeches, music and broadcasts by or at Carleton",0:02:40,0,12.50%
/?p=collections/controlcard&id=2766,6,5,Objects / Artifacts,1912-2011,"Various artifacts and memorabilia related to Carleton college's students, faculty, staff and organizations.
	Much of this collection is unprocessed.  Please contact the Archives for more information or see the associated list of unprocessed materials associated with this collection.",0:04:45,0,33.33%
/?p=collections/controlcard&id=2922,16,5,Students,1946-1975,"Records from the Development Office of Carleton student information and organizations. Example organizations include:
	-Departmental and Honor, such as Mortar Board
	-Special Interest and Music, such as MPIRG and Carleton Knights
	-Publications and Communications, such as KARL Radio
	-Sports, such as Rugby and Ski Club
	-Student Government, such as CSA",0:01:06,0,12.50%
/?p=collections/controlcard&id=2942,8,5,Sports Information Photographs,2003-2009,"Photographs of sporting events, teams and athletes.",0:02:25,1,12.50%
/index.php?p=accessions/accession&id=1711,5,5,Dean for Budget and Planning files,NULL,"Includes Carleton College Framework for Strategic Planning drafts1991, 1992; Financial Future of Carleton College, 1994; Report of the Calendar Committee, 1995;  President's Report to Alumni 1994/95; Carleton College Patent Policy; one folder containing A Guide to Minnesota's Charity Laws.",0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=121&q=commencement,5,5,Commencement Programs,1874-,"Programs for commencement ceremonies at Carleton College usually describing or listing speakers, musical performances, orations as well as the names and degrees of graduating students.",0:04:38,0,20.00%
/index.php?p=collections/controlcard&id=237&q=class+profile,5,5,Profile / Class Profile / Carleton College Admissions,1960-,Serial publication produced by or at Carleton College.,0:00:57,0,40.00%
/index.php?p=collections/controlcard&id=2639&q=annual+report,7,5,Annual Reports of Organizational Units,1870-2011,"Annual reports for academic departments, programs and administrative offices. ",0:03:06,0,14.29%
